Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
7760.196,0.895185,-0.7292869,-0.6246034,-0.6658777,0.2489136,0.68769217,1.3221359,0.89521843,1.0856094,-0.2994859,-2.2253633,-0.05334296,1.4489341,-0.8906083,-2.172198,1.2363431,0.20971891,-1.1181529,-0.75510126,0.8991235,-0.25333908,-0.6321153,0.4842259,0.060236175,0.057425775,0.12505619,1.0229882,1.0702437,4.409202,1
8510.718,-0.7194802,-0.41447306,1.3251467,0.43400982,1.0086683,1.9661275,0.63584334,0.27332127,-1.3076669,-0.6966599,-1.09066,0.86404365,2.800086,-0.7191869,-0.5547927,1.2158294,-0.7535073,0.10078173,-1.2212586,-1.4722706,-0.6406549,0.27081415,-0.09780625,-1.2407559,1.0905077,0.8767066,0.20484166,2.2284596,27.701954,0
8926.075,-1.5025035,0.63391036,0.33028996,0.25185442,0.48445344,-1.5478328,-1.1904838,2.2388318,0.79694366,0.42848292,-0.74246955,0.6067332,0.75815624,-0.20782219,-0.05461488,-0.45095682,-1.4481676,-1.1459376,1.8257381,-0.28529817,-0.27787572,0.67149955,-0.82034034,-1.3877536,0.58032745,-0.5633315,0.16364285,0.17965315,2.8137774,0
8978.595,-2.9645288,0.0029932912,-0.2117338,-1.4047916,1.2177252,-0.26536012,0.16152465,1.4297874,-0.7010408,0.23464619,0.07416618,-2.9858224,0.1630702,-0.7610339,0.23048964,0.19401745,-1.1267984,1.1868705,-0.010314659,0.8291533,0.6673762,0.21692869,0.37796557,0.18229778,-0.059541307,0.8853775,-0.13811068,-0.006572248,6.1850924,0
9223.971,-0.54349554,0.34021,0.49871945,1.1226783,0.9194237,-0.46252137,1.6481122,-0.30752775,1.6015713,-1.5906497,-0.94538265,0.5452422,0.9737403,0.7070407,-0.7264696,-1.864102,0.049800035,2.7278306,0.9334188,0.06560015,0.7245236,-0.8811812,-0.03875501,-0.75778055,-0.6279256,1.0158094,1.6835557,0.25586137,66.28496,0
9417.219,2.420415,0.67007923,-2.1071923,-0.094194576,1.5217005,-1.9736826,-0.18123104,-0.31802744,0.7495505,-1.651526,-0.513452,-1.0034794,-0.5592364,-1.6051332,-1.8379614,0.099093005,-0.29199225,0.48394105,-0.2850309,1.4673338,0.18601713,-0.46356064,1.8422498,-1.4525117,-0.48626372,0.6774964,-0.71326673,-0.6579218,35.059715,0
9571.884,0.43488428,-0.37484145,-0.04313359,-1.110931,0.3587961,1.0603272,0.44771504,0.46969673,-1.0080478,0.42468446,-1.2253307,-1.4217287,0.10768632,-1.5797187,-0.8010933,-0.7939894,-1.4694417,-0.6349464,-0.17966749,-1.5759233,1.0927414,-0.45590743,0.7884486,0.96534127,-1.4705105,0.13416979,-0.32267454,0.76497835,12.633551,0
9889.222,-0.5595723,0.7562482,1.9975141,1.1887841,0.90525943,-0.27039656,0.5458788,-0.8380192,-0.91708255,-0.81528646,0.1711139,-0.1884734,-0.64772767,-0.3338888,-0.74875796,-0.18638243,-0.037323378,-2.5336583,-0.032627024,-1.6900017,1.268833,-0.84244394,-0.5954823,-0.6317947,-0.26707888,0.71332335,-1.2373351,0.4411764,20.531658,0
10074.247,0.4650802,0.3788426,0.13234651,0.62567556,-0.30712706,0.7396312,-1.0366229,1.1662883,0.6055252,0.30204114,0.42571458,0.4109711,0.39798456,-0.1756528,-0.7730935,-1.6853719,-0.31843033,-1.6844641,1.1065394,0.7696865,0.816376,0.3135396,0.72906023,1.1498116,0.14599876,-0.89400446,0.72673106,-0.4204702,11.811048,0
11027.111,-1.5609584,-1.2348131,0.06791317,-1.264542,-0.6014608,2.359772,0.510708,0.36160052,-0.26237813,0.7809316,0.40236536,-1.6407346,-0.6519091,-1.4546438,0.9700586,0.4048723,-1.1728488,1.5548618,0.31162477,0.86580724,-0.54619247,0.4181121,0.30786583,0.028470792,1.7154211,0.19836226,-0.582149,0.9020668,18.645458,0
11500.838,-0.29732338,1.4423048,0.54812837,1.7771828,1.7067677,-0.35324368,-1.3938352,0.2564589,-0.1693425,-1.2709528,0.012361132,0.70457643,-0.6869285,-0.6067488,-1.2136028,-1.6965687,-0.370179,-1.0291919,-1.0573338,-0.19325,0.49444154,0.9795176,1.3094263,0.29475886,0.5283203,0.30051047,-0.47003558,0.018989768,8.051242,0
14295.082,0.09947747,-0.50074476,0.89560527,0.6587974,0.21620467,-0.42115298,-0.6256241,0.68695366,1.2722389,-1.4115373,-1.541073,0.76333886,0.41347328,-0.40104383,0.3009793,0.14828461,-0.320953,-0.3708349,1.6225141,0.4003944,0.49920067,-0.8576223,-0.52445424,-0.21149975,-0.864854,-1.3295157,-0.51693666,-0.97005665,10.011284,0
14591.303,-0.08610065,-1.6550953,-1.9974667,-0.010196116,0.80488056,0.11866417,1.0757229,1.7228299,-0.7486889,1.6744317,-0.6199537,0.046976198,-0.13771144,-0.39329794,0.15829703,-1.2265056,-0.6166371,0.65532595,-0.2928155,0.74520695,-0.81563145,-0.5774787,0.18867615,-2.6551623,-1.4393682,0.47458425,0.062721916,0.35160443,9.652204,0
14599.752,0.7908061,-1.0450437,-1.6823264,1.5902188,0.12374002,0.98724735,0.3567563,0.17095535,0.091293775,0.35157079,-0.40730667,-0.8676236,-1.9275211,0.15188149,0.96045506,-0.849641,0.9266702,1.4822898,-0.45552012,-0.8138632,-1.5694389,1.5545695,-0.099093646,-1.1367865,-0.20655209,-1.2488188,-1.2507596,0.23699251,8.406178,0
15145.205,0.34464523,-1.0210452,0.2102913,0.15929778,-0.58651567,-0.56671304,-0.3044778,-0.11304037,0.9546278,-0.41924065,-0.4032953,-0.979378,-1.4555569,-0.6615789,-0.13313188,1.1547321,-1.9029015,-0.19958693,-2.8295052,-0.7068484,-2.0227757,-0.16449587,0.058479425,-0.12570946,0.8117644,-0.4279183,-2.2432454,0.96041816,70.29447,0
15155.416,0.668326,0.05217332,-0.71487653,-0.028083075,0.0109828925,-0.6309616,0.44646102,1.5087197,0.8091175,-0.9339405,0.07498122,1.0259321,-1.1472665,1.4778363,0.79113096,0.5879179,-1.985799,-0.40466687,0.6343996,0.18972617,0.06985549,0.030131029,-0.88519895,0.36472914,-0.22061634,0.03976096,0.45770404,0.83154696,50.60958,0
15559.55,-0.68837225,-0.2738505,1.3120253,-0.66030014,1.435994,1.0571892,-0.060092248,0.9675504,-0.15961267,-0.5104408,1.4255414,-1.5112227,-0.8829719,0.48820463,-0.17222014,1.1492032,0.0032857845,0.07162103,0.10101264,0.904089,0.2980397,-0.17510372,0.57591164,-1.789674,0.5419842,-0.7307364,-2.1135578,-0.10922633,6.561138,0
15627.435,0.8978154,-0.33683196,-0.3151744,0.5818504,0.5552401,0.3786393,0.012578502,-0.32097983,-0.2889059,-1.1905724,0.81209624,1.0644704,0.41442332,-0.8071135,0.4343925,1.5597272,0.09612719,-0.6276378,0.09992566,-1.165957,-1.1817815,1.1330308,0.41796428,-0.05360171,-0.18112545,0.08255404,0.8541378,-0.47208694,4.790944,0
15848.656,1.628937,0.619702,-1.9345307,0.47660297,-1.7114731,-2.0447283,0.6568185,0.005186449,-1.7388154,0.8834122,-0.9875178,-0.16519916,0.21893884,0.094511494,-1.5029411,-0.7728387,0.40421513,-0.5738192,-0.40282467,-0.19794764,1.0460323,1.1718087,1.2852236,-1.1222641,0.7170004,0.06655699,1.5585277,0.0017437501,16.630993,0
16273.093,-0.9701495,0.33987537,-1.268014,0.01468014,-0.21524446,-1.2253917,-0.72736776,0.19538091,-1.056245,-0.77675116,0.6784029,-0.0958345,1.0652794,0.12401532,-2.638278,1.4989717,-0.5389735,0.4118801,-0.57521784,-0.24423663,0.15221815,1.113208,-0.010025852,0.23462017,-1.597258,-0.82018167,-0.1642238,0.36330888,266.75885,0
16323.085,-0.88769567,0.31604788,-2.749676,-0.7899864,1.7822938,1.5012358,0.040336404,0.36181295,0.31835923,1.0935346,0.64030236,-1.7080877,0.75280184,1.2147214,0.37754685,-1.4655056,-0.9179238,0.18529151,-0.36958042,0.4179591,1.3494526,0.026567612,-0.41183951,-0.019400787,1.6041821,0.56797445,1.299493,0.48375437,5.851826,0
16423.74,1.3357843,0.40982845,-0.23412554,0.12992986,-0.21379687,0.40192828,-0.3122682,-1.3565998,-0.13788219,-0.40062892,-0.80606747,-0.14671662,1.071903,-0.60038245,0.43118313,0.7461003,-0.0073161325,2.1316054,0.46316087,-0.00869837,0.37053588,-0.872436,0.78929436,0.7435016,-1.1124835,-0.7641565,-0.02425642,0.3014122,16.552393,1
16431.785,-0.191344,0.61613464,-0.18838413,-0.06979878,-1.8004787,-0.76219594,-1.5856034,-1.5424846,0.07492708,-1.0433502,0.8488659,0.61358553,0.6083962,0.7673387,0.47550234,-0.49333772,-0.44157815,0.43884882,0.6391178,-0.5458836,-1.0663335,1.9252131,-0.79420435,1.0668229,0.79373235,2.2879744,1.5992411,-0.090761945,22.341915,0
16655.588,1.4038213,-2.1079533,-0.4244627,-1.3334743,1.8930489,-0.17040966,-0.92045575,-0.88739,1.0392536,-0.4263016,-0.16037664,-1.33641,0.2096793,0.041854475,-0.5249325,-0.9303001,1.5510714,1.1511456,-0.23103158,1.2485658,0.45828122,0.856309,1.0849845,0.4589899,-0.27218398,-0.109478824,-0.45621786,0.996817,17.630484,0
17125.957,-0.4425357,-0.36443827,1.078879,-1.4718124,0.68239254,0.013236673,1.5682064,-0.9647384,-1.1873231,-2.6241667,-1.4099535,0.49863586,1.0993518,1.4915665,1.4897223,0.6144699,-0.32422724,-1.0712851,0.9489375,-0.53925747,0.6701107,-0.456659,1.082842,0.8603936,-0.1158279,-1.1712941,-2.3648818,-0.6743019,11.590064,0
17568.092,1.4550456,-2.18021,1.1985198,0.56515336,-0.07001286,0.7357334,0.3847233,-0.64382404,-0.2361803,-0.12076858,0.45520273,0.08901225,0.9194128,1.2908914,-0.45987782,0.94495153,-0.05318515,0.5251573,-0.07897418,-0.29209638,-0.5476236,1.4238188,1.2572789,-0.35034248,-0.2411019,-0.98434174,-0.079911746,2.4794035,80.32621,0
17867.205,0.13148582,0.036059927,-0.17038843,-2.6018884,-0.37141773,-1.3582634,-1.3235883,0.63471067,0.18871096,-0.1701192,0.21696183,-0.6437556,0.37609535,0.1969793,0.420879,0.91526836,2.475418,-0.72298133,-0.50422645,-1.5914977,-1.442093,-0.5356089,0.37662297,2.8231175,0.2556046,1.1475805,1.7079632,0.7630704,34.651825,0
18191.21,0.2582288,-0.004632972,-2.1346936,0.20541053,1.0823519,-0.8409491,-1.5403544,-0.16892916,-0.7041599,0.82474273,-0.22767763,0.8546731,1.2710719,-0.2622826,0.5946362,0.21485989,-0.19476023,0.39545327,0.19841558,-0.71362585,0.100296065,1.4107034,-0.4864964,-1.2188191,0.45752454,-0.40915164,0.5349683,-1.1274854,55.421432,0
18298.225,1.564718,1.0455322,0.61728156,-0.47808304,-0.5419834,0.27295575,-0.1121639,0.1963946,1.4314771,-1.886305,-0.037453085,-2.2022567,-2.3457882,0.5066059,1.7187401,0.13195731,0.5561569,0.6885146,-1.3593864,0.5160761,-1.0008446,1.4782846,0.10918773,-0.5277558,1.0583615,-1.3637638,-0.5153232,0.18522933,40.741856,0
18388.443,-0.36177048,1.1876343,0.55536026,1.3082466,1.1482564,-0.09983458,1.5611866,-1.2243034,0.9085868,1.1618663,-0.71908545,0.34668076,-0.29046318,-0.18045002,-0.31702963,0.5268666,0.64630944,0.049868844,0.2327183,0.32060197,1.1208876,-0.9214828,0.3800689,0.9013586,1.4079489,0.85371274,0.32890117,0.7726835,58.71751,0
18616.773,-0.9411221,0.20277505,0.30939156,-0.4934682,0.54219526,0.5718592,-0.18675813,-0.4616422,0.29013333,0.8205993,0.6101305,1.6194352,-0.30579045,1.6803071,-0.6531929,0.30376408,0.7314016,2.4073257,-1.5421821,0.599517,-0.40717667,0.5817583,-0.5601416,0.7527213,0.33182156,-0.4155739,0.9711248,-0.3493691,134.46272,0
18761.02,-0.4485642,-0.5003611,0.98147976,0.6594842,0.24468192,-1.2295074,1.3069996,0.5872577,1.7942318,1.2520436,-0.043450635,1.4399432,1.1526829,0.07847008,-1.4981453,0.54135585,0.28948727,1.4279798,-1.027727,0.5509823,1.7246011,0.7821907,1.3331163,0.48738903,1.7136742,0.6534195,-0.08561644,-1.495144,99.21138,0
18859.209,0.45233396,0.48516113,-1.1648281,-0.39691383,0.1455148,0.35712868,0.35193077,0.59495246,-1.4988953,-0.052721377,0.16644885,0.38980672,1.571395,-0.40564263,1.552367,0.20399946,0.1938408,1.1772454,-2.0186913,2.087714,-2.1241586,2.6149092,0.58008415,0.67531866,0.09297254,0.935566,2.62639,-1.0390639,326.9361,0
19108.793,-1.5657591,-0.5279176,2.0087554,0.113748156,-0.17496803,1.0915836,0.47125044,-0.72457385,-0.007726281,1.0138968,0.3571419,-0.30168077,-1.4501793,-0.45961508,0.42141092,0.8427838,0.10033429,0.7642862,-0.17511696,-0.7478588,0.1347956,-0.7423011,-0.89222294,-2.0835571,1.0774404,0.27446353,-0.51741797,0.5420929,86.557556,0
19789.88,0.6374709,-0.0013926515,-0.9594278,0.73683655,1.0456401,0.48681855,-1.3357205,0.16166238,0.36633697,-1.471244,-1.1545856,-0.63580257,1.4111671,-1.2130356,0.4530611,-1.6272078,-0.5759939,1.7633609,1.6096337,-1.6194237,1.4293927,1.4325433,1.8828737,1.5892987,0.42871967,2.3959074,1.0025107,-1.7546165,8.994955,0
19955.76,-0.53877133,0.9861363,0.74922293,-0.4625557,-0.86534286,0.13911174,0.93752295,2.1988478,-0.9145551,0.71304756,-0.894283,-0.3029258,-1.1714451,0.55655915,3.1167042,-0.13127348,0.32551882,-1.4369693,-0.11707666,-1.050553,-0.8903043,0.017346019,0.09738927,-0.20389096,-0.54920465,-1.7247425,0.76193726,-1.4493445,55.52173,0
20234.559,1.1478126,-0.5577713,-1.6873477,0.9965549,-1.6219251,-0.0958836,-0.33493203,-0.017597929,0.30071455,-0.77116275,-2.2099445,0.54380727,-1.1412152,-0.8200112,0.32504475,-1.3838465,2.0286458,1.3702831,0.6435854,-0.70365185,-0.15920094,-1.2413642,-1.0941031,1.2458942,0.18123415,-0.81795007,-0.69982743,0.5368348,47.11174,0
20390.477,-2.3942604,0.80567867,-0.9302647,-0.9936979,0.61444014,-0.83485115,0.8630925,-0.69318694,-1.1065825,-1.6514019,0.56474227,-0.8072438,-0.2342857,1.0981482,-1.3023214,0.27670202,1.2106819,-0.9912443,2.352314,-0.9743269,-0.4030357,-0.11998717,-0.83025414,-2.0335267,0.50317186,-0.25595,-0.42444026,-0.22254921,201.21095,0
20472.15,-0.7865658,0.67740136,1.5163686,0.29459286,0.63123834,-0.07199859,-0.81417,-0.1737624,0.6905573,-1.1241405,-1.21221,0.7574238,-0.31820646,-1.292935,-0.19590357,1.6419302,0.30391803,-0.5643391,0.40405583,0.09366085,-0.6837676,0.002464761,1.4877836,0.2565685,-0.03219813,2.2611735,1.0180986,-0.6957804,6.292823,0
20599.834,-1.6864681,-0.95479184,-0.2608998,0.9226397,0.48024115,1.2597059,0.17704935,0.09217711,1.0578347,0.0055311387,0.13256972,2.1331606,-1.5584173,0.12724145,-0.9747824,-0.4740848,0.8558298,0.5613924,-0.76521206,1.2526549,0.24462265,-1.0588902,1.8249849,-0.56350225,0.41285652,1.7980025,0.1447879,-0.49473214,39.233906,0
20689.006,-0.82622945,0.9738941,0.8399226,0.6600375,0.40772837,-0.11902851,0.35200295,-0.15116838,0.2723334,-0.8242992,0.37098822,-0.061883233,0.64987797,1.1502237,-0.3958684,0.12725203,-0.8691759,1.2332202,-0.6275686,1.539659,-1.2954216,0.3121736,1.009485,0.57212013,0.86536294,1.2886909,0.33807173,-1.4708139,8.870362,0
21051.682,0.2476659,0.6985663,0.23695539,1.9164449,-0.32054037,-0.889804,-0.15403332,-0.0313547,-1.8527979,0.37607354,0.60235286,-1.3443948,0.6794024,-2.152247,-0.4025896,0.7564867,-0.26051214,-1.1535766,0.0006582082,0.5043085,-0.11096878,0.95780927,1.3193086,0.31707045,-0.023373142,-0.79412395,-1.6359674,0.48445344,37.15336,0
21067.09,-0.17922662,0.10192589,-0.104958154,-0.7634393,0.7874827,-0.49224707,0.4045452,-1.4434468,-0.96679354,-1.8082376,-1.2040169,-1.3447448,1.0540416,2.0182655,-0.5870244,-2.067723,0.94784987,-0.5125449,-0.63289464,2.1412723,0.51599425,0.23820065,1.2166154,0.3660478,-2.9438877,-0.67751473,0.65599865,-0.8065435,15.522708,1
21211.588,-0.25337756,-0.76232344,1.3638504,-1.3791492,-0.04555813,0.2008503,-0.2663971,-0.96263045,0.56471,-2.1270976,-0.065161616,0.77656555,-0.43345532,-0.4252852,-1.3932825,-0.52211046,1.4871672,0.09753207,-0.558087,-0.35637304,-0.21509372,-0.54184407,0.5569162,-1.0589417,1.6782701,-0.82856005,0.28729683,-0.5357522,35.707565,0
21383.668,-0.15918487,-0.859206,-0.23665883,-0.9943351,-0.48711357,-0.373514,-0.6490598,-0.14933524,0.021198643,1.3723874,1.6702805,-0.05974618,-0.039582714,0.14109538,1.5925016,0.36451566,-0.77086616,-0.186366,0.98525393,-1.632519,-1.0002042,-0.14847207,0.32904178,-0.05696912,-0.29759142,-0.7834269,-0.06391002,0.34678513,3.697268,0
21585.812,0.20338824,-0.53766257,-1.7807381,0.6604426,-0.31189132,0.48530328,1.6054834,-0.16526797,-2.6940026,0.90380013,1.7143147,0.8768309,-0.030427165,0.5714492,0.29884803,-2.8969948,-0.4835883,0.85403204,1.0261563,1.0531781,1.0301853,-0.0045433566,0.53986317,-0.18016705,-0.8232802,1.4927046,0.36089185,-0.25662753,52.03267,0
22137.012,-1.0085361,0.5425945,-0.8032401,0.49792293,2.0206397,0.5228438,1.0489528,-0.5661893,1.2428304,-1.0492969,0.9873231,-0.53363425,1.6879954,0.72612906,-0.22547203,-0.9768085,2.1813757,3.4359276,-1.6468924,-1.8385944,0.730257,0.21732163,0.73601544,0.49531004,-1.1241103,-0.24376713,-0.40921772,-0.7046533,25.720064,0
22449.396,0.70684963,-0.9556252,0.55119175,0.10225666,-1.734976,0.8889832,-0.76086473,-0.17701359,0.13665651,-0.0029996436,0.33749315,0.83062357,-2.8342447,0.27388394,0.75763786,1.100858,0.09626125,0.4193207,-0.81816953,-0.75500304,-1.0411872,1.1098307,-0.741598,0.989297,-0.3364459,-0.11149816,-0.5919025,-1.9894384,24.110115,0
22645.73,0.66266596,0.43751225,0.3955091,-1.122957,0.4997881,1.4235594,0.5684443,0.061014857,-0.8190747,1.019507,-1.0051063,-0.15829918,-0.95694435,0.9973846,0.47106728,1.0029969,1.823362,-0.7351964,-0.4640044,0.5201122,-1.2941076,0.27193975,0.73195875,0.15047592,-0.56274784,0.77438676,-0.24188553,0.36742586,208.56984,0
22777.824,0.38503793,-1.2417555,-1.5670582,0.7668673,-1.6791104,0.9958587,-0.7426789,0.8894135,0.9949556,0.4192006,0.7186216,-0.73250407,0.0055408427,0.5190707,0.27569073,0.37431824,0.20685732,-1.2965083,0.59908897,-0.10238148,-0.95192444,-1.4026966,1.4586169,-1.2761723,-0.73700947,-1.663528,-0.46420318,0.07899297,12.69261,0
22826.312,0.55653346,-0.20406859,-0.7243425,-1.2247047,-0.10823334,-0.9342391,-1.1846846,-0.09921174,-0.67754,0.1482231,-0.15802123,-0.40099847,-1.0855702,1.7608812,0.6849981,0.8821976,0.24618028,-0.3252539,1.1430756,-0.19095276,0.5452732,-0.56232107,-0.20637242,0.10757881,-0.6821263,0.05264582,2.1805296,-0.51738745,30.286999,0
